"Music","Slow.songs.or.fast.songs","Dance","Folk","Country","Classical.music","Musical","Pop","Rock","Metal.or.Hardrock","Punk","Hiphop..Rap","Reggae..Ska","Swing..Jazz","Rock.n.roll","Alternative","Latino","Techno..Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Action","History","Psychology","Politics","Mathematics","Physics","Internet","PC","Economy.Management","Biology","Chemistry","Reading","Geography","Foreign.languages","Medicine","Law","Cars","Art.exhibitions","Religion","Countryside..outdoors","Dancing","Musical.instruments","Writing","Passive.sport","Active.sport","Gardening","Celebrities","Shopping","Science.and.technology","Theatre","Fun.with.friends","Adrenaline.sports","Pets","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous.dogs","Fear.of.public.speaking","Smoking","Alcohol","Healthy.eating","Daily.events","Prioritising.workload","Writing.notes","Workaholism","Thinking.ahead","Final.judgement","Reliability","Keeping.promises","Loss.of.interest","Friends.versus.money","Funniness","Fake","Criminal.damage","Decision.making","Elections","Self.criticism","Judgment.calls","Hypochondria","Empathy","Eating.to.survive","Giving","Compassion.to.animals","Borrowed.stuff","Loneliness","Cheating.in.school","Health","Changing.the.past","God","Dreams","Charity","Number.of.friends","Punctuality","Lying","Waiting","New.environment","Mood.swings","Appearence.and.gestures","Socializing","Achievements","Responding.to.a.serious.letter","Children","Assertiveness","Getting.angry","Knowing.the.right.people","Public.speaking","Unpopularity","Life.struggles","Happiness.in.life","Energy.levels","Small...big.dogs","Personality","Finding.lost.valuables","Getting.up","Interests.or.hobbies","Parents_.advice","Questionnaires.or.polls","Internet.usage","Finances","Shopping.centres","Branded.clothing","Entertainment.spending","Spending.on.looks","Spending.on.gadgets","Spending.on.healthy.eating","Age","Height","Weight","Number.of.siblings","Gender","Left...right.handed","Education","Only.child","Village...town","House...block.of.flats","Recoded Age_1"
4,5,3,4,1,3,2,2,4,2,4,2,4,2,3,4,3,4,2,5,2,4,3,4,5,3,2,4,5,2,5,2,2,3,1,3,4,2,2,5,5,2,2,4,4,1,1,2,2,3,1,1,1,3,4,2,2,5,2,1,4,2,5,3,5,2,2,5,5,1,4,1,2,3,3,4,3,3,3,4,3,3,4,2,2,4,3,1,1,1,2,3,3,1,4,3,3,5,4,3,2,4,2,4,4,2,3,2,2,3,3,3,2,3,3,4,4,2,2,4,4,2,3,3,3,1,3,3,1,3,4,2,3,3,4,3,3,3,2,3,19,163,50,1,1,2,3,1,1,2,1
5,4,3,4,2,3,3,3,4,1,3,3,4,3,4,3,4,3,2,5,3,2,5,5,2,4,5,5,4,2,2,5,4,2,2,2,4,3,4,4,2,5,3,5,3,2,2,4,2,5,4,2,2,5,4,3,4,4,3,4,5,3,2,3,3,4,5,5,5,5,5,5,3,4,3,3,4,5,5,5,5,2,3,4,2,5,4,2,2,4,3,5,4,2,5,1,4,5,5,3,5,4,3,4,3,2,4,3,2,3,3,4,5,4,3,4,4,4,4,4,5,5,5,4,4,2,4,3,4,4,3,3,3,4,3,1,4,3,2,4,19,168,60,2,1,2,3,1,2,1,1
5,3,3,3,1,4,5,5,3,1,1,4,3,1,3,3,5,1,1,5,1,2,5,5,3,4,1,1,1,1,5,1,1,1,1,1,5,3,1,1,1,5,3,5,1,5,4,2,3,3,4,1,1,3,3,3,3,4,2,5,5,2,5,3,5,3,3,4,5,4,5,5,1,4,3,3,3,2,1,1,2,1,5,3,2,3,4,1,1,3,5,1,5,1,4,2,5,5,4,3,5,3,1,5,4,1,3,1,2,1,5,2,3,2,3,5,3,3,2,3,5,3,3,5,5,3,3,3,5,2,3,1,3,3,5,3,5,3,1,3,19,170,72,1,1,2,3,1,2,2,1
5,5,2,2,2,3,4,5,5,4,4,3,3,3,3,4,3,3,1,5,4,4,5,5,5,3,5,5,4,3,5,2,5,1,5,1,5,5,5,5,2,3,2,5,4,3,3,2,2,3,1,2,1,3,1,1,2,4,4,2,5,3,5,1,1,3,1,5,1,1,1,3,5,3,2,3,3,4,2,3,5,3,5,5,3,5,4,1,1,2,1,3,3,1,5,2,4,5,5,3,1,2,2,4,4,3,3,2,2,5,4,1,3,2,2,1,3,2,2,4,4,4,2,4,3,1,4,5,3,4,2,2,3,5,4,1,2,2,4,3,19,170,90,0,1,2,3,2,1,1,1
5,3,3,1,1,2,3,4,4,2,2,1,3,3,3,4,3,2,3,5,3,3,4,2,2,3,3,5,2,1,5,2,3,1,2,1,5,3,4,2,1,5,3,5,3,1,2,1,1,3,1,1,1,2,2,1,2,4,2,4,5,2,5,1,2,1,3,1,3,5,3,4,4,4,3,3,3,4,5,3,3,1,4,4,2,5,3,2,1,3,2,3,3,1,4,2,4,2,2,2,4,5,2,2,3,1,4,1,2,1,2,4,4,2,4,3,3,5,5,4,5,3,2,4,4,1,4,2,3,3,3,1,3,3,4,4,4,4,3,3,19,170,60,1,1,2,3,2,1,2,1
4,3,2,4,2,5,5,5,5,2,4,4,4,3,4,4,5,1,2,5,1,5,5,4,2,4,4,4,4,1,5,3,4,1,4,1,4,2,1,5,5,4,3,4,5,1,1,3,4,3,1,1,1,3,4,1,4,4,4,2,4,4,5,1,2,1,2,2,2,4,2,5,4,4,3,4,3,2,4,2,5,2,3,4,4,3,2,4,5,5,4,5,5,3,4,1,2,4,4,3,3,4,1,5,3,2,3,3,3,2,5,4,4,2,3,4,4,3,3,4,4,4,4,4,3,2,3,4,3,4,3,3,3,4,2,3,2,4,2,4,19,175,60,2,1,2,4,1,1,1,1
5,3,3,3,1,4,3,5,4,3,2,2,4,4,4,3,5,3,2,5,2,4,5,5,4,3,5,5,4,3,5,2,4,4,5,5,5,5,2,5,5,3,3,4,5,2,4,3,3,3,5,2,1,5,5,2,2,3,5,2,4,1,4,3,1,3,1,5,1,1,1,2,2,3,2,3,3,5,4,5,4,4,5,5,2,5,4,1,2,3,5,3,3,1,5,1,5,5,1,2,4,3,1,5,3,3,3,1,2,2,4,3,4,3,3,4,5,5,4,4,3,3,4,4,5,3,3,5,2,4,4,4,2,5,4,1,2,2,2,3,19,173,75,1,1,2,3,1,1,1,1
5,5,5,3,2,3,2,5,1,1,1,2,2,1,2,2,3,3,1,5,2,4,5,1,3,2,3,3,5,1,4,3,3,1,3,2,4,3,1,5,4,1,5,4,5,1,2,1,1,4,2,1,1,5,3,3,2,4,4,1,5,3,3,1,1,2,5,1,5,3,5,4,3,3,3,3,4,5,5,4,5,3,5,5,1,5,3,4,3,5,4,5,5,4,4,4,2,5,5,5,4,5,4,1,3,1,3,3,1,1,2,5,5,3,1,1,4,2,1,4,3,5,3,4,2,4,3,1,3,3,4,4,3,5,4,2,4,2,2,5,19,185,71,1,2,2,3,1,2,2,1
5,3,4,2,2,2,3,4,5,2,3,4,4,3,4,2,5,3,2,5,5,4,5,4,3,4,5,5,4,2,3,5,4,4,1,2,5,3,3,2,1,2,2,3,2,5,3,2,1,4,5,2,1,5,5,1,3,4,3,2,5,4,5,2,1,4,2,3,4,3,1,3,4,4,3,3,4,1,1,2,2,2,4,3,2,4,3,2,1,5,5,3,5,3,5,3,5,5,4,3,5,4,4,3,3,2,4,3,2,1,2,3,4,3,4,4,4,4,3,4,5,4,2,3,4,3,4,2,5,4,3,4,3,3,4,1,2,3,1,3,19,163,48,1,1,2,3,1,1,1,1
5,3,1,1,4,5,5,1,5,5,5,4,4,5,5,4,3,1,5,5,5,5,4,1,5,5,3,5,5,5,5,5,5,4,1,1,4,4,1,4,4,5,5,5,3,3,3,3,3,5,1,1,1,5,1,1,1,4,4,5,5,3,5,1,1,1,3,3,1,1,1,1,4,2,1,5,1,4,5,5,5,5,5,5,5,3,4,4,5,1,5,4,4,2,5,3,3,5,4,3,5,5,5,4,5,1,5,3,1,2,5,3,5,5,3,3,5,4,4,3,4,1,2,5,4,5,4,3,5,5,4,1,3,1,4,5,4,5,4,5,19,168,48,0,1,2,3,2,1,1,1
4,2,3,2,1,3,4,3,4,1,3,1,3,1,2,3,1,1,1,4,2,2,5,4,2,2,5,5,3,1,5,1,1,1,1,1,4,1,1,2,2,3,1,4,4,1,3,1,4,4,1,3,1,5,1,1,1,4,3,2,5,2,3,2,3,1,3,5,3,1,5,4,3,4,3,3,1,1,1,1,1,4,3,5,2,3,3,2,1,5,3,4,4,1,5,4,4,2,1,3,5,4,5,5,4,3,3,3,2,1,3,3,3,2,3,4,3,1,4,3,2,4,5,4,5,3,3,2,5,3,3,2,4,1,3,4,5,4,3,3,19,154,58,3,1,2,3,1,2,2,1
5,2,1,3,4,4,4,2,3,1,2,1,3,5,4,3,3,1,4,5,1,3,3,4,3,2,4,4,5,3,3,4,3,2,3,3,3,2,2,2,2,5,4,5,2,1,1,5,4,5,3,2,4,2,2,1,2,3,2,4,4,2,3,2,1,2,1,1,2,1,1,2,2,3,3,3,2,2,4,2,5,5,4,5,5,4,3,3,1,3,2,5,4,1,3,3,2,5,5,4,2,2,3,5,4,3,4,1,2,2,5,3,4,5,5,4,5,4,3,4,1,4,3,4,3,5,3,3,2,5,4,4,3,4,4,4,2,3,4,4,19,170,63,0,1,2,4,2,1,1,1
5,3,1,1,1,1,1,2,4,5,4,3,1,1,1,4,1,4,1,2,1,1,5,1,5,5,5,5,1,1,2,1,1,1,1,1,2,1,1,3,4,1,1,1,5,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,5,1,1,1,1,1,2,4,1,1,1,5,5,2,1,1,1,1,1,2,4,5,3,5,1,5,5,1,2,3,1,3,3,1,5,1,1,3,3,2,2,2,4,5,4,1,3,2,2,4,5,2,2,2,2,5,1,1,2,1,5,1,1,4,4,4,3,4,5,1,2,3,3,1,1,1,5,1,4,1,19,182,81,1,2,2,4,1,1,1,1
5,3,2,1,1,1,1,2,1,1,1,5,2,2,1,1,1,2,1,5,2,3,5,3,5,5,3,5,5,3,5,3,2,2,4,1,5,5,2,1,1,3,1,4,1,2,2,1,4,4,1,1,1,1,5,2,1,1,4,1,3,3,5,1,1,2,3,2,4,1,1,1,2,4,1,3,1,1,1,3,2,1,4,5,5,3,4,4,5,1,5,4,3,1,4,4,1,2,5,5,5,1,5,5,4,2,2,1,2,4,5,5,2,3,4,3,5,5,2,4,2,3,1,3,3,3,3,1,1,5,3,1,4,2,1,1,5,1,5,2,19,200,75,1,2,2,2,1,2,1,1
5,3,4,4,5,5,3,4,5,1,2,4,4,4,5,3,5,3,4,5,2,3,5,5,5,5,5,5,4,3,4,4,4,3,3,1,4,4,5,2,1,2,3,5,1,2,3,1,2,4,2,1,1,5,2,1,2,2,5,2,5,3,1,2,1,1,1,2,2,2,3,2,3,2,3,3,4,4,5,3,4,4,5,4,2,5,3,3,2,4,5,4,5,1,5,4,4,5,5,4,5,2,5,4,3,2,4,2,3,2,4,5,3,3,3,3,4,4,3,3,5,3,3,4,4,3,3,2,3,4,3,3,3,4,2,1,3,2,4,2,19,182,80,1,2,2,3,1,1,1,1
5,3,2,1,1,3,4,4,4,1,3,2,2,2,3,3,1,1,4,5,1,4,4,3,2,2,5,5,3,2,4,5,3,1,1,1,5,3,2,1,1,5,3,5,3,1,2,5,1,4,1,1,4,1,1,2,2,5,4,4,5,4,5,1,1,2,2,5,5,1,3,5,5,2,1,3,3,3,5,4,3,1,5,4,3,4,4,1,1,3,5,4,2,1,5,1,2,3,4,2,3,3,2,1,4,1,4,2,3,3,5,4,4,3,2,3,1,3,3,5,5,5,2,4,5,1,3,4,2,4,4,3,2,4,5,3,3,3,3,3,19,163,54,1,1,2,3,1,1,2,1
4,3,3,3,4,4,3,4,4,3,3,3,4,3,4,4,2,3,3,5,2,4,4,3,4,4,3,3,4,2,4,4,4,4,3,2,5,4,3,2,1,4,5,4,3,2,4,3,4,4,1,1,3,4,1,2,1,2,4,3,5,4,2,1,2,2,2,2,2,2,4,2,2,4,3,1,4,2,1,1,4,3,4,4,2,3,3,2,1,3,5,5,4,2,3,4,2,4,5,3,5,2,3,3,3,3,3,3,1,3,4,4,3,3,2,2,3,3,2,3,2,3,4,3,3,5,3,1,5,4,2,5,4,2,1,1,5,2,3,1,19,177,64,1,1,2,2,1,1,1,1
4,2,2,1,1,4,2,2,5,3,3,1,2,2,3,1,3,3,2,5,4,5,4,2,3,4,2,3,4,1,2,5,3,5,2,1,5,4,4,1,1,5,5,4,2,5,1,4,3,4,2,1,4,5,3,2,4,5,4,4,5,3,1,1,1,3,1,4,4,5,5,4,3,3,3,3,1,3,4,4,4,1,4,4,3,3,5,1,1,2,5,4,5,2,4,1,3,4,5,1,3,4,4,2,4,2,4,2,2,3,4,3,4,4,4,4,3,5,5,5,2,3,4,4,4,4,4,1,5,4,4,5,3,4,5,5,5,5,5,5,19,168,66,1,1,2,3,1,2,2,1
5,4,5,3,2,3,3,5,4,1,2,5,3,4,4,1,2,3,2,5,3,3,5,5,2,1,3,4,1,2,3,1,3,1,2,1,4,3,1,3,2,3,1,4,1,3,1,4,3,5,5,5,3,2,4,2,4,4,2,3,5,3,5,4,4,4,4,3,5,5,4,5,2,4,3,3,3,2,5,2,4,4,4,4,5,5,4,3,4,4,4,5,5,1,4,2,1,3,5,4,2,4,2,5,4,3,3,3,2,2,5,5,5,4,5,5,4,3,4,4,2,2,4,3,4,3,3,3,5,5,4,5,3,2,4,3,3,1,4,2,19,168,53,1,1,2,4,1,2,1,1
5,4,3,2,1,2,3,4,4,2,2,2,2,5,3,2,4,3,2,5,1,4,5,5,5,5,5,5,5,4,5,5,4,3,2,2,3,1,1,1,1,4,3,5,2,2,3,5,5,5,1,4,3,2,1,1,2,3,2,4,4,5,5,2,2,2,5,2,4,3,2,4,3,4,3,3,2,4,4,4,4,3,4,5,1,5,2,2,1,3,5,5,5,1,4,4,4,5,3,3,4,3,5,5,3,4,4,1,2,4,1,4,3,4,2,5,5,5,2,4,5,5,5,4,4,4,3,5,4,4,4,3,3,3,2,2,1,1,1,2,19,175,52,3,1,2,4,1,1,1,1
3,4,1,3,1,3,1,3,5,5,4,4,3,1,1,5,5,2,1,3,3,1,5,5,1,1,5,5,5,1,1,3,5,1,5,5,5,5,5,3,4,4,1,5,1,1,1,1,1,5,1,1,1,1,3,1,1,1,5,3,3,1,5,1,2,4,5,1,3,1,5,3,1,1,3,3,1,5,3,5,5,2,5,5,5,3,3,2,1,1,5,4,5,1,3,2,1,5,2,3,2,1,1,3,3,1,3,2,3,2,1,5,3,3,4,5,3,5,3,5,3,5,3,3,3,3,4,1,4,5,3,2,3,1,3,5,5,1,1,5,19,170,65,1,1,2,2,2,1,1,1
1,4,4,1,1,2,2,2,4,1,1,1,2,1,1,3,2,3,2,4,2,4,4,4,1,2,2,2,4,1,1,2,4,2,1,2,4,2,1,2,1,3,3,4,4,2,1,2,3,2,1,2,4,2,1,1,2,2,2,2,4,3,2,2,3,4,3,5,4,3,3,4,3,1,3,2,2,2,3,2,2,3,4,3,4,3,4,4,1,2,5,4,4,2,4,1,3,2,3,3,3,3,4,4,4,3,3,2,1,2,4,3,4,2,4,3,4,3,3,3,3,4,5,4,4,2,3,3,4,3,3,4,3,2,3,2,4,2,2,3,19,165,78,1,1,2,3,1,2,2,1
2,3,1,3,1,3,4,1,2,2,2,3,2,1,1,1,1,1,2,3,2,2,4,2,5,5,4,4,4,2,2,2,3,1,5,5,3,5,3,2,3,2,3,3,2,1,2,1,3,4,1,1,1,2,3,1,1,2,4,2,3,3,1,1,1,2,3,1,2,1,2,3,4,3,2,2,2,3,2,3,2,3,2,2,2,5,3,3,3,2,3,1,2,1,2,3,2,1,2,3,2,2,1,4,3,2,2,1,2,2,4,3,2,3,4,3,5,2,2,3,5,4,2,3,2,3,2,3,2,3,3,3,3,3,2,1,2,1,2,4,19,184,85,5,2,2,4,1,1,1,1
5,4,4,3,3,5,2,3,3,2,3,3,2,4,3,4,2,2,3,4,5,4,3,3,4,2,3,4,3,1,2,4,5,2,3,2,3,2,1,4,3,4,3,5,4,5,2,3,1,3,4,5,4,3,3,3,2,3,4,3,3,4,4,1,1,5,1,2,1,5,3,1,3,4,3,3,4,5,5,5,5,1,5,5,5,1,1,5,5,1,3,5,5,5,5,5,5,5,5,5,2,1,5,1,2,5,1,1,1,4,1,5,2,5,1,4,4,4,1,5,5,3,3,2,1,5,3,1,5,4,5,5,3,5,5,3,3,5,4,3,19,171,72,1,1,2,3,1,1,1,1
5,3,3,2,1,2,1,1,5,4,5,3,5,4,4,5,1,3,1,5,5,4,5,3,5,5,4,4,4,1,3,4,3,5,5,4,5,4,5,2,3,1,5,4,1,2,4,3,1,2,4,5,4,5,5,1,1,1,4,2,5,4,1,1,1,1,2,1,1,1,1,1,2,4,3,1,4,1,1,1,1,3,3,5,1,5,5,1,1,2,5,4,4,1,4,1,3,2,3,3,4,1,5,1,3,4,3,1,2,5,3,2,4,3,3,3,5,3,1,1,2,5,1,2,3,3,3,3,5,5,2,3,3,3,1,1,4,2,2,4,19,194,79,1,2,2,3,1,1,1,1
5,3,2,1,2,4,4,3,5,4,3,1,1,3,3,4,1,1,1,5,3,2,2,1,2,4,3,5,3,2,3,4,2,2,1,1,3,1,1,2,1,5,3,5,1,2,1,4,2,3,1,4,4,1,1,1,1,3,1,5,4,3,4,1,2,1,1,5,3,1,1,1,3,1,3,3,1,3,5,3,4,1,2,4,5,3,3,4,5,2,5,2,5,3,3,4,3,4,5,4,5,3,3,1,3,1,3,3,2,3,4,4,3,2,1,1,2,4,3,2,2,3,3,2,3,2,3,2,4,4,3,5,3,5,2,3,3,2,2,3,19,157,57,2,1,2,3,2,2,2,1
4,3,2,3,2,2,1,3,4,2,2,2,3,5,4,5,4,1,1,3,1,2,5,2,3,5,4,5,4,1,3,5,4,5,5,3,3,1,5,4,1,3,5,4,4,4,1,2,3,5,2,5,3,3,5,1,1,1,1,3,5,3,4,2,2,4,3,3,5,4,3,3,2,3,1,4,5,2,5,3,2,2,3,3,3,5,5,3,1,2,5,5,4,4,5,3,2,3,3,4,4,4,3,3,3,2,4,3,2,3,5,4,3,4,5,3,5,2,2,3,2,4,1,4,4,3,3,3,2,4,4,3,3,5,1,1,3,2,2,4,19,176,64,1,2,2,3,1,1,1,1
5,3,4,3,2,4,4,4,5,4,3,2,4,3,2,3,4,1,5,5,1,4,5,4,3,1,5,5,4,2,4,3,2,3,2,2,4,2,2,5,4,4,2,4,5,2,2,3,2,4,1,1,1,3,4,2,2,5,5,5,5,3,5,2,3,2,1,5,4,2,1,2,3,4,3,3,2,2,5,5,3,3,3,4,4,3,2,2,2,4,5,3,4,2,4,1,3,5,5,2,3,3,2,5,4,1,3,2,2,3,4,3,4,2,3,1,5,5,2,3,5,5,2,4,4,3,3,2,4,3,4,3,3,2,5,2,2,4,2,3,19,158,47,0,1,2,3,2,1,2,1
3,3,3,1,1,2,5,3,2,1,1,4,3,3,4,1,5,3,1,5,1,2,5,5,3,3,5,5,3,2,3,2,5,2,5,2,3,2,1,5,1,5,2,3,1,2,2,3,5,5,1,2,1,5,3,5,1,3,2,5,5,4,5,1,5,1,1,3,5,3,3,4,2,3,2,3,2,3,4,2,2,1,5,5,1,3,3,1,1,2,5,3,4,1,5,2,5,5,5,2,2,4,3,5,2,1,5,1,4,4,4,3,3,3,3,4,5,3,3,2,4,5,5,4,5,1,3,5,5,3,3,2,2,3,3,2,1,2,1,4,19,167,55,2,1,2,3,1,1,1,1
3,3,3,3,2,5,4,3,3,1,1,3,2,2,2,2,2,1,4,2,2,2,2,2,2,5,5,5,5,3,3,4,1,3,1,5,5,5,1,2,5,5,4,3,5,3,3,1,5,5,2,2,3,3,3,3,2,2,3,3,3,3,4,3,3,4,1,2,5,5,2,5,4,3,3,3,1,1,5,5,5,1,2,4,1,3,2,2,2,4,3,3,4,4,2,1,4,3,4,2,5,3,1,5,3,2,2,2,1,3,3,4,3,1,1,3,5,5,5,1,5,5,2,4,4,3,3,2,4,1,4,1,2,5,5,5,4,3,1,3,19,170,55,2,1,1,4,1,2,2,1
5,4,1,2,1,3,2,2,4,2,4,2,3,1,5,5,1,1,1,5,3,5,4,2,4,4,3,3,2,2,3,2,3,2,1,1,4,4,4,1,1,4,3,4,1,3,3,3,1,3,1,5,3,5,2,1,1,2,4,2,4,4,1,2,1,1,2,3,3,4,2,3,1,1,1,3,3,3,2,4,3,2,4,5,4,3,3,3,1,3,4,5,4,1,5,2,3,5,5,3,5,3,3,3,4,1,5,2,3,3,3,2,4,3,3,3,3,4,2,5,2,3,3,4,4,4,3,4,5,5,4,2,3,3,3,3,4,4,4,3,19,183,78,1,2,2,3,1,1,2,1
5,3,2,2,2,3,2,2,3,1,1,5,3,3,3,3,2,1,2,4,5,5,5,4,3,3,3,2,3,2,4,3,3,2,1,1,5,5,3,3,1,2,5,4,3,3,4,2,2,3,2,2,3,4,4,3,4,4,5,3,4,3,1,1,2,3,4,5,5,1,3,5,3,1,2,2,3,2,1,2,4,1,2,5,1,2,4,2,3,3,3,4,4,3,4,1,4,4,4,3,5,3,4,2,3,2,4,1,3,2,3,4,4,3,3,3,3,3,4,5,3,3,3,5,3,2,4,2,4,3,3,2,3,2,4,4,3,4,4,4,19,185,70,1,2,2,3,2,1,2,1
5,3,4,2,2,3,1,4,5,3,3,3,3,2,2,2,4,3,3,5,3,3,5,5,3,3,5,5,2,2,4,2,2,1,3,2,5,4,3,5,5,3,1,4,5,3,4,3,2,3,5,1,1,4,3,3,1,4,1,2,5,4,3,1,1,1,4,2,2,2,4,4,5,1,3,3,2,3,4,2,2,2,4,4,3,2,3,2,3,3,1,3,4,1,5,4,3,1,5,3,5,2,3,4,3,2,3,1,2,2,3,3,3,3,3,3,5,2,2,3,5,3,5,4,4,3,3,2,3,3,3,2,3,3,4,2,3,4,3,2,19,163,50,1,1,2,4,1,1,1,1
5,1,2,4,3,5,5,4,4,3,1,1,1,4,5,3,4,1,5,5,1,1,4,4,3,3,5,4,5,2,1,5,4,1,1,2,2,2,1,4,4,5,3,5,5,1,1,4,4,4,4,3,5,1,4,4,1,1,4,5,5,1,2,3,2,4,5,1,1,1,1,3,4,3,3,4,2,2,5,3,4,5,5,5,3,5,1,1,1,4,4,5,4,4,5,1,1,4,5,3,3,3,2,4,3,4,3,1,2,2,2,3,2,2,3,1,4,2,2,1,5,3,4,4,2,2,3,4,4,5,4,5,3,5,2,3,3,1,1,4,19,160,53,1,1,2,3,2,1,1,1
5,3,3,2,1,3,2,4,4,1,5,4,5,5,5,3,3,1,2,3,3,4,4,2,3,5,5,3,4,1,3,3,3,3,1,1,2,1,1,3,2,3,3,4,2,1,3,5,1,4,2,3,2,3,5,1,4,5,3,2,5,5,5,1,5,5,2,5,4,4,4,1,2,1,3,3,3,1,4,3,3,2,4,4,1,5,5,2,1,3,5,4,5,5,5,1,3,5,4,3,5,3,2,3,4,1,5,1,2,2,3,3,5,4,3,3,3,2,3,4,3,3,3,4,3,3,4,4,4,4,3,4,2,1,5,2,3,4,1,3,19,170,60,2,1,2,3,1,2,2,1
5,3,4,1,3,2,5,4,3,1,2,3,1,2,4,4,3,2,3,5,1,3,5,5,3,2,5,5,4,2,4,2,3,1,2,1,5,4,3,2,2,5,5,5,1,2,1,4,3,4,3,4,3,3,2,2,2,2,2,5,5,4,5,3,3,2,4,5,3,3,3,1,1,3,3,3,2,5,5,4,3,3,3,4,3,4,4,2,1,3,3,5,5,2,5,5,3,5,5,3,1,3,4,5,3,1,3,1,2,2,3,4,3,2,2,4,3,3,2,4,4,3,4,4,4,3,3,2,2,2,1,5,3,3,4,3,2,2,3,3,19,178,60,1,1,2,2,1,2,2,1
5,2,2,4,3,5,3,2,4,3,3,2,3,5,3,4,4,1,3,5,2,4,3,3,2,4,4,5,5,2,4,5,4,3,3,4,4,4,2,4,4,5,5,5,4,3,4,4,4,4,1,1,2,4,2,1,1,3,3,5,3,1,3,1,1,1,2,1,1,1,3,1,3,2,3,3,2,1,1,1,2,4,3,4,1,5,3,2,1,5,3,4,5,1,4,3,2,3,2,1,2,3,3,4,3,1,2,1,1,3,3,3,3,3,3,4,3,5,2,1,5,5,2,4,3,3,3,5,4,2,2,3,3,2,3,3,2,2,3,2,19,168,68,3,1,2,3,1,2,2,1
5,2,2,5,4,5,5,5,3,1,3,4,3,3,3,3,5,2,3,4,1,3,4,4,4,4,4,4,4,2,4,4,4,4,3,1,4,2,5,2,2,5,4,5,2,1,2,3,3,4,5,1,1,5,4,1,3,5,3,3,5,3,4,2,3,3,2,5,5,2,3,4,2,4,1,3,4,3,4,3,3,2,4,4,4,4,2,2,4,2,5,4,4,2,5,2,2,4,3,2,5,4,5,5,3,2,4,3,3,3,4,4,5,4,2,2,2,4,3,4,3,2,3,4,5,4,4,2,5,5,4,3,3,3,5,4,2,4,2,3,19,173,63,1,1,2,3,1,2,2,1
5,1,3,2,3,2,2,4,5,3,3,1,2,3,5,1,5,1,1,5,4,4,5,5,2,1,4,3,3,1,3,2,4,2,2,1,5,3,4,2,1,3,4,5,4,4,3,2,1,5,5,4,3,4,2,4,5,5,2,3,5,2,5,3,2,1,2,1,4,3,3,3,2,4,3,4,5,4,5,4,4,5,5,5,4,5,5,1,4,3,1,3,5,3,5,5,5,4,5,3,1,5,1,3,4,2,5,1,3,1,5,5,5,1,2,1,5,5,1,5,5,5,5,4,4,2,3,3,5,5,4,5,3,5,5,5,2,5,5,5,19,171,55,0,1,2,3,2,2,2,1
5,3,1,2,4,4,1,2,3,2,2,3,4,5,3,1,4,3,1,5,4,5,5,5,5,5,2,3,3,2,5,1,2,4,4,1,5,4,5,1,1,1,5,5,1,3,1,1,1,5,2,5,1,5,2,3,2,4,2,1,5,1,1,1,1,2,1,2,3,3,5,5,5,3,3,3,2,1,5,5,4,5,5,5,1,4,5,2,3,4,5,5,4,4,5,5,5,4,5,5,5,5,5,3,3,1,2,3,3,3,2,5,4,1,1,1,1,1,2,3,5,5,2,3,1,1,1,5,5,3,3,1,3,4,1,1,3,1,5,4,19,168,60,2,1,2,3,1,2,1,1
1,3,3,3,2,3,5,4,4,3,3,2,4,3,4,2,4,1,1,5,2,3,5,3,3,5,5,5,5,2,5,5,4,5,3,2,5,3,2,3,4,5,2,5,2,5,2,5,2,2,2,2,2,4,4,3,2,5,5,5,5,1,5,1,3,4,5,1,1,1,5,5,1,4,1,4,3,5,1,5,3,2,5,5,4,5,5,1,1,3,5,3,3,5,5,3,5,5,5,2,3,5,3,3,3,1,3,2,2,1,3,4,4,3,3,5,3,3,3,5,1,3,4,4,5,3,3,3,1,3,4,3,2,3,5,5,5,5,5,5,19,171,57,0,1,2,3,2,1,1,1
5,2,2,1,2,2,3,4,2,1,1,5,3,2,3,2,4,1,1,5,5,4,5,5,3,4,5,5,3,2,3,2,3,2,2,2,4,2,4,2,1,1,2,5,1,1,2,1,1,3,2,1,1,2,2,1,3,5,3,3,5,1,3,3,1,2,2,4,2,2,2,4,2,2,1,4,3,3,5,2,2,3,3,2,2,4,4,2,3,2,1,3,2,2,4,1,2,4,3,2,4,3,3,4,3,1,3,1,1,2,4,3,5,3,3,4,4,2,4,5,4,3,3,4,3,2,4,3,3,2,2,2,3,1,5,4,3,5,4,4,19,157,48,2,1,2,2,1,1,2,1
5,3,2,3,3,2,2,3,4,3,4,4,5,4,5,5,3,1,1,5,5,4,5,3,2,1,5,5,3,2,5,3,5,2,1,1,2,1,3,1,1,5,5,3,1,1,1,5,1,5,2,1,5,5,5,2,2,2,3,5,5,5,5,2,2,1,4,1,5,1,5,5,2,4,3,3,1,3,5,5,3,1,3,4,1,5,3,1,2,1,1,4,4,1,5,2,4,5,4,3,5,3,5,3,4,3,5,1,3,4,4,1,4,5,3,3,2,5,1,3,2,3,2,3,5,5,4,3,5,5,3,2,2,1,1,4,5,4,3,4,19,172,60,1,1,2,2,1,1,1,1
